"Year ","Port ","State","millionPounds"," millionDollars "
2021,"Dutch Harbor, AK","AK",745,249
2021,"Aleutian Islands (Other), AK","AK",499.3,168.4
2021,"Empire-Venice, LA","LA",302.6,102.3
2021,"Reedville, VA","VA",301.3,466.5
2021,"Kodiak, AK","AK",299.1,121.2
2021,"Intracoastal City, LA","LA",296.1,33.8
2021,"Pascagoula-Moss Point, MS","MS",205.5,210.5
2021,"Naknek, AK","AK",160.6,245.2
2021,"Astoria, OR","OR",154.5,52.7
2021,"Westport, WA","WA",132.6,71.5
2021,"Alaska Penninsula (Other), AK","AK",127.6,94.5
2021,"Cordova, AK","AK",122.7,69.7
2021,"Cape May-Wildwood, NJ","NJ",113.5,147.7
2021,"Newport, OR","OR",112.6,74.2
2021,"New Bedford, MA","MA",104,569.7
2021,"Sitka, AK","AK",78.5,73.4
2021,"Valdez, AK","AK",73.1,29.8
2021,"Ketchikan, AK","AK",59.5,44.3
2021,"Bristol Bay (Other), AK","AK",51.4,148.8
2021,"Gloucester, MA","MA",47.1,80.3
2021,"Petersburg, AK","AK",44.3,38.3
2021,"Point Judith, RI","RI",44.1,72.1
2021,"Port Hueneme-Oxnard-Ventura, CA","CA",37.5,31.8
2021,"Seward, AK","AK",31.1,37
2021,"Dulac-Chauvin, LA","LA",30.6,53.6
2021,"Bayou La Batre, AL","AL",29.2,77.3
2021,"Honolulu, HI","HI",27.1,118.5
2021,"Monterey, CA","CA",26.5,17
2021,"Moss Landing, CA","CA",21.6,12
2021,"Craig, AK","AK",21,22.7
2021,"Los Angeles, CA","CA",20.4,16.5
2021,"Port Arthur, TX","TX",18.8,48.3
2021,"North Kingstown, RI","RI",17.9,15.3
2021,"Coos Bay-Charleston, OR","OR",17.8,34.8
2021,"Atlantic City, NJ","NJ",17.5,12.4
2021,"Palacios, TX","TX",17.1,48.1
2021,"Galveston, TX","TX",17,62.8
2021,"Juneau, AK","AK",16.7,30.6
2021,"Brownsville-Port Isabel, TX","TX",16.4,50.1
2021,"Egegik, AK","AK",15.9,26.1
2021,"Delacroix-Yscloskey, LA","LA",14.9,42.9
2021,"Boston, MA","MA",14.3,18.4
2021,"Provincetown-Chatham, MA","MA",13.2,35.5
2021,"Kenai, AK","AK",13.1,12.1
2021,"Golden Meadow-Leeville, LA","LA",12.7,24.4
2021,"Point Pleasant, NJ","NJ",12.5,33.7
2021,"Stonington, ME","ME",11.8,73.2
2021,"Wanchese-Stumpy Point, NC","NC",10.9,23
2021,"Key West, FL","FL",10.8,66.9
2021,"Brookings, OR","OR",10.4,12.7
2021,"Portland, ME","ME",10.3,32.9
2021,"Hampton Roads Area, VA","VA",10.2,42.3
2021,"Montauk, NY","NY",9.7,16.7
2021,"Lafitte-Barataria, LA","LA",9.7,15
2021,"Grand Isle, LA","LA",9.7,15
2021,"Tampa Bay-St. Petersburg, FL","FL",9,34.5
2021,"Vinalhaven, ME","ME",8.1,55.8
2021,"Eureka, CA","CA",8.1,13.2
2021,"Princeton-Half Moon Bay, CA","CA",7.8,14
2021,"Friendship, ME","ME",7.8,40.7
2021,"Jonesport, ME","ME",7.6,15.1
2021,"Portsmouth, NH","NH",7,11.1
2021,"Beaufort-Morehead City, NC","NC",7,18
2021,"Beals Island, ME","ME",6.9,35.6
2021,"Fort Myers, FL","FL",6.7,20.3
2021,"Ilwaco-Chinook, WA","WA",6.5,24.3
2021,"Spruce Head, ME","ME",6.3,31.5
2021,"Newport, RI","RI",6.3,6.4
2021,"Morgan City-Berwick, LA","LA",5.8,8.8
2021,"Mayport, FL","FL",5.6,15.1
2021,"Iberia, LA","LA",5.6,9.3
2021,"Yakutat, AK","AK",5.3,15.9
2021,"Gulfport-Biloxi, MS","MS",5.3,12.1
2021,"Port of Lake Charles, LA","LA",5.1,8.9
2021,"Homer, AK","AK",5,21.8
2021,"Fort Bragg, CA","CA",5,8.3
2021,"Orleans, LA","LA",4.9,9.5
2021,"Dillingham-Togiak, AK","AK",4.9,7.3
2021,"Slidell-Covington, LA","LA",4.6,11
2021,"Long Beach-Barnegat, NJ","NJ",4.4,26.9
2021,"Bellingham, WA","WA",4.4,16.5
2021,"Winchester Bay, OR","OR",4.3,8.3
2021,"Engelhard-Swanquarter, NC","NC",4.3,9
2021,"Crescent City, CA","CA",4.3,20.1
2021,"Oriental-Vandemere, NC","NC",4.1,11.4
2021,"Rockland, ME","ME",4,10.6
2021,"Accomac, VA","VA",3.9,10.3
2021,"Newington, NH","NH",3.7,30
2021,"Tenants Harbor, ME","ME",3.3,14
2021,"Columbia, NC","NC",3.3,4.2
2021,"Willapa Bay, WA","WA",3.2,12.6
2021,"Fairhaven, MA","MA",3.2,8.3
2021,"Port Clyde, ME","ME",3.1,11.9
2021,"Hampton Bay-Shinnicock, NY","NY",3.1,4.8
2021,"Stonington, CT","CT",3,7.2
2021,"Shelton, WA","WA",3,21.3
2021,"Ocean City, MD","MD",3,5.6
2021,"San Francisco Area, CA","CA",2.9,11.2
2021,"Little Compton, RI","RI",2.9,2.5
2021,"Cundys Harbor, ME","ME",2.9,19.3
2021,"Anacortes-La Conner, WA","WA",2.9,18.1
2021,"Southwest Harbor, ME","ME",2.8,20.7
2021,"South Bristol, ME","ME",2.8,12.2
2021,"Milbridge, ME","ME",2.7,18.3
2021,"Belford, NJ","NJ",2.7,1.5
2021,"Tillamook, OR","OR",2.6,11.2
2021,"Darien-Bellville, GA","GA",2.5,9.6
2021,"Chincoteague, VA","VA",2.5,3.8
2021,"Stuben, ME","ME",2.4,14.8
2021,"Upper Southeast (Other), AK","AK",2.3,7
2021,"Harrington, ME","ME",2.3,16.5
2021,"Boothbay Harbor, ME","ME",2.3,11.5
2021,"San Diego, CA","CA",2.2,9.2
2021,"Bodega Bay, CA","CA",2.2,10.7
2021,"Wrangell, AK","AK",2.1,5.8
2021,"Swans Island, ME","ME",2.1,14.5
2021,"Santa Barbara, CA","CA",2.1,11.4
2021,"Cushing, ME","ME",2.1,15.2
2021,"Prospect Harbor, ME","ME",2,13
2021,"Machiasport, ME","ME",2,10.9
2021,"New London, CT","CT",1.9,2.9
2021,"Neah Bay, WA","WA",1.9,4.6
2021,"Bass Harbor, ME","ME",1.9,13.2
2021,"Anchorage, AK","AK",1.9,2
2021,"Owls Head, ME","ME",1.8,12.2
2021,"Cranberry Isles, ME","ME",1.8,11.4
2021,"Pembroke, ME","ME",1.5,1
2021,"Sneads Ferry-Swansboro, NC","NC",1.2,3.8
2021,"Blaine, WA","WA",1.2,8
2021,"Belhaven-Washington, NC","NC",1.2,2.2
2021,"Brunswick, GA","GA",1.1,5.9
2021,"Norton/Kotzebue Sound, AK","AK",1,0.7
2021,"Seattle, WA","WA",0.9,8.5
2021,"Savannah, GA","GA",0.8,5
2021,"Olympia, WA","WA",0.6,8.9
2021,"Morro Bay, CA","CA",0.6,2
2021,"Tacoma, WA","WA",0.5,7.7
2020,"Dutch Harbor, AK","AK",800.2,186.7
2020,"Aleutian Islands (Other), AK","AK",517.5,112.3
2020,"Kodiak, AK","AK",363.7,87.7
2020,"Reedville, VA","VA",301.5,63.9
2020,"Empire-Venice, LA","LA",210.3,67.6
2020,"Astoria, OR","OR",182.1,42.9
2020,"Pago Pago, AS","AS",169.7,107.9
2020,"Naknek, AK","AK",154.4,242.3
2020,"Intracoastal City, LA","LA",137.2,15.7
2020,"Newport, OR","OR",117.2,59.8
2020,"New Bedford, MA","MA",115.4,376.6
2020,"Westport, WA","WA",113.1,50.6
2020,"Alaska Penninsula (Other), AK","AK",109,45.2
2020,"Cape May-Wildwood, NJ","NJ",103.7,92.8
2020,"Pascagoula-Moss Point, MS","MS",90.9,12.9
2020,"Gloucester, MA","MA",48.8,50.1
2020,"Point Judith, RI","RI",42.6,46.7
2020,"Cordova, AK","AK",42.4,25.5
2020,"Point Pleasant, NJ","NJ",35.3,35.7
2020,"Bristol Bay (Other), AK","AK",33.2,63.4
2020,"Sitka, AK","AK",30.4,33.3
2020,"Bayou La Batre, AL","AL",28,62
2020,"Dulac-Chauvin, LA","LA",26.5,39.1
2020,"Seward, AK","AK",26.1,22.6
2020,"Honolulu, HI","HI",25,76.3
2020,"Moss Landing, CA","CA",21.5,9.6
2020,"Provincetown-Chatham, MA","MA",21,25.1
2020,"Ketchikan, AK","AK",20.7,15.9
2020,"St. Augustine, FL","FL",20.4,15.5
2020,"Egegik, AK","AK",20.1,30
2020,"North Kingstown, RI","RI",19.6,14.4
2020,"Monterey, CA","CA",18,10.5
2020,"Petersburg, AK","AK",17.5,20.5
2020,"Atlantic City, NJ","NJ",17.5,12.4
2020,"Brownsville-Port Isabel, TX","TX",17.2,46.4
2020,"Coos Bay-Charleston, OR","OR",16.7,20
2020,"Boston, MA","MA",16.7,16.5
2020,"Tampa Bay-St. Petersburg, FL","FL",16.1,28.9
2020,"Galveston, TX","TX",15.5,51.2
2020,"Portland, ME","ME",15.2,19.2
2020,"Los Angeles, CA","CA",15.1,12.8
2020,"Port Arthur, TX","TX",14.1,29.1
2020,"Key West, FL","FL",14,46.6
2020,"Wanchese-Stumpy Point, NC","NC",13.9,18.8
2020,"Palacios, TX","TX",13.6,31.9
2020,"Hampton Roads Area, VA","VA",13.3,49.5
2020,"Golden Meadow-Leeville, LA","LA",12.4,21.1
2020,"Stonington, ME","ME",11.3,43.4
2020,"Brookings, OR","OR",11.1,9
2020,"Grand Isle, LA","LA",10.9,14.7
2020,"Cape Canaveral, FL","FL",10.8,10.6
2020,"Delacroix-Yscloskey, LA","LA",10.3,21.3
2020,"Montauk, NY","NY",10,14.7
2020,"Juneau, AK","AK",8.4,17.1
2020,"Kenai, AK","AK",8.2,6.5
2020,"Eureka, CA","CA",8,8.3
2020,"Beaufort-Morehead City, NC","NC",8,16.8
2020,"Fort Myers, FL","FL",7.8,17.4
2020,"Vinalhaven, ME","ME",7.3,31
2020,"Princeton-Half Moon Bay, CA","CA",7.3,10.4
2020,"Friendship, ME","ME",7.3,20.2
2020,"Port Hueneme-Oxnard-Ventura, CA","CA",7,12.5
2020,"Rockland, ME","ME",6.6,7.9
2020,"Jonesport, ME","ME",6.4,9.8
2020,"Beals Island, ME","ME",6.3,19.3
2020,"Morgan City-Berwick, LA","LA",6.2,7.8
2020,"Accomac, VA","VA",6.2,13.4
2020,"Ilwaco-Chinook, WA","WA",6.1,15.5
2020,"Slidell-Covington, LA","LA",6,10.2
2020,"Gulfport-Biloxi, MS","MS",5.9,11.8
2020,"Mayport, FL","FL",5.6,13.3
2020,"Long Beach-Barnegat, NJ","NJ",5.6,21.7
2020,"Engelhard-Swanquarter, NC","NC",5.4,8.2
2020,"Newport, RI","RI",5.2,7
2020,"Tenants Harbor, ME","ME",5.1,7.4
2020,"Bellingham, WA","WA",4.8,13.8
2020,"Little Compton, RI","RI",4.7,2.8
2020,"Homer, AK","AK",4.7,12.5
2020,"Upper Southeast (Other), AK","AK",4.4,5.5
2020,"Fort Bragg, CA","CA",4.4,6.1
2020,"Cortez, FL","FL",4.4,5.6
2020,"Spruce Head, ME","ME",4.2,17
2020,"Oriental-Vandemere, NC","NC",4.1,9
2020,"Darien-Bellville, GA","GA",3.9,8.8
2020,"Yakutat, AK","AK",3.6,8
2020,"Hampton Bay-Shinnicock, NY","NY",3.6,4.3
2020,"Crescent City, CA","CA",3.6,10.6
2020,"Newington, NH","NH",3.3,18.6
2020,"Winchester Bay, OR","OR",3.2,4.3
2020,"San Diego, CA","CA",3.1,9.9
2020,"Fairhaven, MA","MA",3.1,5
2020,"Bodega Bay, CA","CA",3.1,10.2
2020,"San Francisco Area, CA","CA",2.8,8
2020,"Belford, NJ","NJ",2.8,1.5
2020,"Anacortes-La Conner, WA","WA",2.8,14.8
2020,"Savannah, GA","GA",2.7,5.8
2020,"Panama City, FL","FL",2.7,7.7
2020,"Ocean City, MD","MD",2.7,5.2
2020,"Columbia, NC","NC",2.7,3.3
2020,"Chincoteague, VA","VA",2.7,2.5
2020,"Southwest Harbor, ME","ME",2.6,11.7
2020,"Santa Barbara, CA","CA",2.4,11.4
2020,"Hernando, FL","FL",2.2,7.9
2020,"Tillamook, OR","OR",1.9,6.2
2020,"Shelton, WA","WA",1.9,13.5
2020,"Willapa Bay, WA","WA",1.8,6.1
2020,"Craig, AK","AK",1.8,7.4
2020,"Anchorage, AK","AK",1.8,2.2
2020,"Port Orford, OR","OR",1.4,4.1
2020,"Neah Bay, WA","WA",1.2,2.5
2020,"Everglades City, FL","FL",1.2,6.9
2020,"Blaine, WA","WA",1.1,5.9
2020,"Norton/Kotzebue Sound, AK","AK",0.8,1
2019,"Dutch Harbor, AK","AK",763,190.3
2019,"Aleutian Islands (Other), AK","AK",589.1,142.1
2019,"Kodiak, AK","AK",397.2,119.9
2019,"Reedville, VA","VA",364.9,36.9
2019,"Pascagoula-Moss Point, MS","MS",331.4,42.8
2019,"Intracoastal City, LA","LA",233.5,21.7
2019,"Empire-Venice, LA","LA",209.2,79.1
2019,"Naknek, AK","AK",206.1,288.8
2019,"Alaska Penninsula (Other), AK","AK",181.1,74.5
2019,"Astoria, OR","OR",171.1,44.5
2019,"Pago Pago, AS","AS",164.6,92.6
2019,"Newport, OR","OR",121.5,58.1
2019,"Westport, WA","WA",120.9,52.9
2019,"New Bedford, MA","MA",115.8,450.8
2019,"Cordova, AK","AK",95.6,54.9
2019,"Cape May-Wildwood, NJ","NJ",94.5,90
2019,"Bristol Bay (Other), AK","AK",73.1,128.8
2019,"Gloucester, MA","MA",50.2,56.6
2019,"Sitka, AK","AK",49.9,53.6
2019,"Point Judith, RI","RI",48.1,65.9
2019,"Ketchikan, AK","AK",45.5,29
2019,"Seward, AK","AK",44.3,36.6
2019,"Point Pleasant, NJ","NJ",37.3,35.4
2019,"Dulac-Chauvin, LA","LA",35.1,50.4
2019,"Petersburg, AK","AK",32.2,37.5
2019,"Honolulu, HI","HI",28.9,89.7
2019,"Los Angeles, CA","CA",23.8,15.4
2019,"Kenai, AK","AK",23.8,20
2019,"Atlantic City, NJ","NJ",23.5,17.2
2019,"Bayou La Batre, AL","AL",23.4,52.5
2019,"North Kingstown, RI","RI",19.2,14.1
2019,"Provincetown-Chatham, MA","MA",18.8,32
2019,"Portland, ME","ME",18.8,25.8
2019,"Galveston, TX","TX",18.8,65
2019,"Boston, MA","MA",18.8,19.3
2019,"Coos Bay-Charleston, OR","OR",18.4,28.5
2019,"Moss Landing, CA","CA",18.2,5.4
2019,"Wanchese-Stumpy Point, NC","NC",17.5,21.8
2019,"Hampton Roads Area, VA","VA",17.4,56.1
2019,"St. Augustine, FL","FL",17,31.3
2019,"Palacios, TX","TX",16.6,42.4
2019,"Brownsville-Port Isabel, TX","TX",16.5,46.1
2019,"Grand Isle, LA","LA",16.2,21.1
2019,"Golden Meadow-Leeville, LA","LA",14.6,23.3
2019,"Craig, AK","AK",14.6,11.9
2019,"Key West, FL","FL",14.2,54.5
2019,"Port Arthur, TX","TX",13.7,30.3
2019,"Tampa Bay-St. Petersburg, FL","FL",12.9,35.8
2019,"Upper Southeast (Other), AK","AK",11.9,9.6
2019,"Port Hueneme-Oxnard-Ventura, CA","CA",11.5,13.4
2019,"Montauk, NY","NY",11.5,17.8
2019,"Juneau, AK","AK",11.1,23
2019,"Stonington, ME","ME",11,51
2019,"Delacroix-Yscloskey, LA","LA",11,25.6
2019,"Eureka, CA","CA",10.9,14.3
2019,"Cape Canaveral, FL","FL",10.6,13
2019,"Beaufort-Morehead City, NC","NC",9.9,24.7
2019,"Ilwaco-Chinook, WA","WA",9.7,17.5
2019,"Crescent City, CA","CA",8.4,22.3
2019,"Monterey, CA","CA",8.3,2.6
2019,"Brookings, OR","OR",8.2,11.2
2019,"Vinalhaven, ME","ME",8.1,39.8
2019,"Jonesport, ME","ME",8.1,13.6
2019,"Bellingham, WA","WA",8.1,17.8
2019,"Friendship, ME","ME",7.6,24.6
2019,"Mayport, FL","FL",7,15.7
2019,"Long Beach-Barnegat, NJ","NJ",7,24.9
2019,"Fort Myers, FL","FL",6.8,14.3
2019,"Engelhard-Swanquarter, NC","NC",6.8,10
2019,"Rockland, ME","ME",6.7,11.7
2019,"Gulfport-Biloxi, MS","MS",6.7,14
2019,"Beals Island, ME","ME",6.7,22.7
2019,"Southeast Alaska (Other), AK","AK",6.5,10.1
2019,"Accomac, VA","VA",6.1,11.9
2019,"Slidell-Covington, LA","LA",5.9,9.6
2019,"Cortez, FL","FL",5.7,4.9
2019,"Morgan City-Berwick, LA","LA",5.4,6.3
2019,"Princeton-Half Moon Bay, CA","CA",4.9,9.8
2019,"Newport, RI","RI",4.9,7.8
2019,"Fairhaven, MA","MA",4.9,10.9
2019,"Homer, AK","AK",4.8,15.5
2019,"Columbia, NC","NC",4.8,4.1
2019,"Ocean City, MD","MD",4.7,7.3
2019,"Yakutat, AK","AK",4.3,12.3
2019,"Willapa Bay, WA","WA",4.3,15.3
2019,"Newington, NH","NH",4.3,26.6
2019,"Belford, NJ","NJ",4.3,2
2019,"Oriental-Vandemere, NC","NC",4.2,9.5
2019,"Fort Bragg, CA","CA",4.1,6.4
2019,"Anacortes-La Conner, WA","WA",4.1,20.5
2019,"Spruce Head, ME","ME",4,18.7
2019,"Portsmouth, NH","NH",4,7.3
2019,"New London, CT","CT",4,3.6
2019,"Hampton Bay-Shinnicock, NY","NY",4,5.7
2019,"Little Compton, RI","RI",3.9,3.4
2019,"Darien-Bellville, GA","GA",3.9,12.5
2019,"San Francisco Area, CA","CA",3.8,12.4
2019,"Shelton, WA","WA",3.4,32.1
2019,"San Diego, CA","CA",3.2,10.1
2019,"Bon Secour-Gulf Shores, AL","AL",3.2,6
2019,"Anchorage, AK","AK",3,3.2
2019,"Milbridge, ME","ME",2.9,13
2019,"Stonington, CT","CT",2.8,4.4
2019,"Bodega Bay, CA","CA",2.8,9.4
2019,"Norton/Kotzebue Sound, AK","AK",2.7,3.4
2019,"Bass Harbor, ME","ME",2.7,13.5
2019,"Santa Barbara, CA","CA",2.6,10.8
2019,"Owls Head, ME","ME",2.6,13
2019,"Hernando, FL","FL",2.5,8.2
2019,"Neah Bay, WA","WA",2.4,5.5
2019,"Cundys Harbor, ME","ME",2.4,11.6
2019,"Chincoteague, VA","VA",2.4,3.2
2019,"Belhaven-Washington, NC","NC",2.3,2.4
2019,"Winchester Bay, OR","OR",2.2,4.7
2019,"Southwest Harbor, ME","ME",2.2,11.3
2019,"Savannah, GA","GA",2.2,4.3
2019,"Panama City, FL","FL",2.1,6.5
2019,"Harrington, ME","ME",2.1,10.4
2019,"Cushing, ME","ME",2.1,11.2
2019,"Swans Island, ME","ME",2,8.9
2019,"Sneads Ferry-Swansboro, NC","NC",2,5.7
2019,"Tenants Harbor, ME","ME",1.9,8.7
2019,"Apalachicola, FL","FL",1.9,5.3
2019,"Port Clyde, ME","ME",1.7,7.4
2019,"Seattle, WA","WA",1.5,6.3
2019,"Brunswick, GA","GA",1.4,3.9
2019,"Olympia, WA","WA",1.3,14.7
2019,"Crystal River, FL","FL",1.3,5.1
2019,"Blaine, WA","WA",1.3,5.5
2019,"Port Townsend, WA","WA",1.1,4.2
2019,"Morro Bay, CA","CA",1.1,3.9
2019,"Everglades City, FL","FL",1.1,6.4
2019,"Prospect Harbor, ME","ME",0.9,4.6
2019,"Pembroke, ME","ME",0.7,0.7
2019,"Elizabeth City, NC","NC",0.6,0.7
2019,"Cape Charles-Oyster, VA","VA",0.6,2.3
2019,"Port Angeles, WA","WA",0.5,4.5
2019,"Tacoma, WA","WA",0.4,6
2019,"La Push, WA","WA",0.3,0.8
2019,"Everett, WA","WA",0.2,0.8
2018,"Dutch Harbor, AK","AK",763,181.9
2018,"Empire-Venice, LA","LA",569.2,148
2018,"Aleutian Islands (Other), AK","AK",538.5,115.7
2018,"Kodiak, AK","AK",390.5,104.4
2018,"Reedville, VA","VA",352.5,36.2
2018,"Intracoastal City, LA","LA",327.9,29.6
2018,"Pascagoula-Moss Point, MS","MS",309.8,26.9
2018,"Naknek, AK","AK",190.7,195.4
2018,"Pago Pago, AS","AS",186.7,132
2018,"Alaska Penninsula (Other), AK","AK",154.8,61
2018,"Astoria, OR","OR",138.2,39.7
2018,"Newport, OR","OR",123.3,62.2
2018,"Westport, WA","WA",121.6,28.6
2018,"New Bedford, MA","MA",113.5,431.1
2018,"Cape May-Wildwood, NJ","NJ",101.2,66.3
2018,"Bristol Bay (Other), AK","AK",70.4,104.4
2018,"Cordova, AK","AK",59.3,54.9
2018,"Gloucester, MA","MA",59,53.2
2018,"Point Judith, RI","RI",47.5,63.7
2018,"Portland, ME","ME",45.9,36.2
2018,"Sitka, AK","AK",45.5,61
2018,"Point Pleasant, NJ","NJ",43.3,32.4
2018,"Moss Landing, CA","CA",37.6,8.5
2018,"Ketchikan, AK","AK",37.5,35.8
2018,"Petersburg, AK","AK",35.3,44.7
2018,"Dulac-Chauvin, LA","LA",33.9,47.3
2018,"Bayou La Batre, AL","AL",32.4,62.5
2018,"Honolulu, HI","HI",32,106
2018,"Port Hueneme-Oxnard-Ventura, CA","CA",31.3,23.8
2018,"Los Angeles, CA","CA",28.8,18.6
2018,"Seward, AK","AK",28.7,43.7
2018,"Monterey, CA","CA",25.3,9.6
2018,"Coos Bay-Charleston, OR","OR",25,34.2
2018,"Atlantic City, NJ","NJ",24.8,18.2
2018,"Rockland, ME","ME",23,13.7
2018,"North Kingstown, RI","RI",22.8,16
2018,"Provincetown-Chatham, MA","MA",22.5,34.8
2018,"Galveston, TX","TX",20.4,59.9
2018,"Brownsville-Port Isabel, TX","TX",19.9,51.3
2018,"Golden Meadow-Leeville, LA","LA",19.6,26.9
2018,"Palacios, TX","TX",18.5,43.1
2018,"St. Augustine, FL","FL",18,19.4
2018,"Grand Isle, LA","LA",17.8,20.1
2018,"Stonington, ME","ME",17.5,59.7
2018,"Port Arthur, TX","TX",17.3,35.8
2018,"Kenai, AK","AK",17.2,17.4
2018,"Boston, MA","MA",17,16.4
2018,"Wanchese-Stumpy Point, NC","NC",16.4,19.5
2018,"Key West, FL","FL",15.9,72.5
2018,"Delacroix-Yscloskey, LA","LA",15.7,35.7
2018,"Tampa Bay-St. Petersburg, FL","FL",15.3,31.3
2018,"Hampton Roads Area, VA","VA",14.7,54.7
2018,"Eureka, CA","CA",13.3,20.5
2018,"Brookings, OR","OR",13,15.8
2018,"Crescent City, CA","CA",12.6,28.2
2018,"Juneau, AK","AK",12,21.4
2018,"Montauk, NY","NY",11.3,17.3
2018,"Beaufort-Morehead City, NC","NC",9.9,16.6
2018,"Fort Myers, FL","FL",9.5,20.1
2018,"Gulfport-Biloxi, MS","MS",9.4,16.7
2018,"Jonesport, ME","ME",9.3,13.2
2018,"Vinalhaven, ME","ME",9,38.7
2018,"Engelhard-Swanquarter, NC","NC",8.4,10.8
2018,"Bellingham, WA","WA",8.2,21.3
2018,"Beals Island, ME","ME",8.1,23.5
2018,"Princeton-Half Moon Bay, CA","CA",7.5,8.7
2018,"Slidell-Covington, LA","LA",7.4,12.1
2018,"New London, CT","CT",7.2,4.2
2018,"Long Beach-Barnegat, NJ","NJ",6.3,24.3
2018,"Accomac, VA","VA",6.2,12.1
2018,"Friendship, ME","ME",5.7,24.1
2018,"Newport, RI","RI",5.5,7.9
2018,"Morgan City-Berwick, LA","LA",5.3,5.4
2018,"San Francisco Area, CA","CA",5.1,10.8
2018,"Wrangell, AK","AK",4.9,10.4
2018,"Belford, NJ","NJ",4.9,1.9
2018,"Mayport, FL","FL",4.7,11
2018,"Fort Bragg, CA","CA",4.6,8.5
2018,"Winchester Bay, OR","OR",4.5,5.8
2018,"Spruce Head, ME","ME",4.4,16.6
2018,"Shelton, WA","WA",4.3,31.7
2018,"Norton/Kotzebue Sound, AK","AK",4.3,6.5
2018,"Homer, AK","AK",4.3,13.2
2018,"Ocean City, MD","MD",4.2,4.8
2018,"Newington, NH","NH",4.2,26.5
2018,"Yakutat, AK","AK",4.1,12.4
2018,"Cape Canaveral, FL","FL",4.1,7.4
2018,"Iberia, LA","LA",4,6.1
2018,"Upper Southeast (Other), AK","AK",3.8,6.3
2018,"Portsmouth, NH","NH",3.7,7.6
2018,"Oriental-Vandemere, NC","NC",3.7,8.1
2018,"Hampton Bay-Shinnicock, NY","NY",3.6,5.7
2018,"Anacortes-La Conner, WA","WA",3.6,18.3
2018,"Willapa Bay, WA","WA",3.5,12.5
2018,"Anchorage, AK","AK",3.5,3.6
2018,"Ilwaco-Chinook, WA","WA",3.4,7.7
2018,"Santa Barbara, CA","CA",3.3,12.4
2018,"Tenants Harbor, ME","ME",3.2,9
2018,"Milbridge, ME","ME",3.2,10.7
2018,"Fairhaven, MA","MA",3.2,8.4
2018,"Darien-Bellville, GA","GA",3.2,8.8
2018,"Little Compton, RI","RI",3.1,2.9
2018,"Bon Secour-Gulf Shores, AL","AL",3.1,5.3
2018,"Prospect Harbor, ME","ME",3,4.6
2018,"Neah Bay, WA","WA",3,6
2018,"Hernando, FL","FL",2.9,8.7
2018,"Cundys Harbor, ME","ME",2.9,12.3
2018,"Owls Head, ME","ME",2.8,12.1
2018,"Bass Harbor, ME","ME",2.8,10.8
2018,"Panama City, FL","FL",2.7,8.1
2018,"San Diego, CA","CA",2.6,8.8
2018,"Olympia, WA","WA",2.3,14.2
2018,"Ft. Pierce-St.Lucie, FL","FL",2.3,5.1
2018,"Craig, AK","AK",2.2,7.4
2018,"Apalachicola, FL","FL",2.2,6.3
2018,"Port Lavaca, TX","TX",2,5.4
2018,"Tillamook, OR","OR",1.9,5
2018,"Bodega Bay, CA","CA",1.8,6.8
2018,"Port Orford, OR","OR",1.6,4.6
2018,"Everglades City, FL","FL",1.6,7
2018,"Blaine, WA","WA",1.6,5.9
2018,"Seattle, WA","WA",1.4,5.2
2018,"Crystal River, FL","FL",1.4,5.7
2018,"Morro Bay, CA","CA",1.3,3.1
2017,"Dutch Harbor, AK","AK",768.7,173
2017,"Aleutian Islands (Other), AK","AK",552.3,106.3
2017,"Kodiak, AK","AK",530.4,152
2017,"Reedville, VA","VA",319.9,32.5
2017,"Pascagoula-Moss Point, MS","MS",301.3,11.2
2017,"Empire-Venice, LA","LA",294.1,100.1
2017,"Alaska Penninsula (Other), AK","AK",267.9,111.5
2017,"Intracoastal City, LA","LA",198.1,31.7
2017,"Naknek, AK","AK",186.5,154
2017,"Astoria, OR","OR",151.2,40
2017,"Westport, WA","WA",150.4,63.9
2017,"Newport, OR","OR",111.5,52.6
2017,"New Bedford, MA","MA",110.8,389.5
2017,"Cape May-Wildwood, NJ","NJ",101.6,81
2017,"Cordova, AK","AK",99.2,65.2
2017,"Sitka, AK","AK",91.3,75.4
2017,"Port Hueneme-Oxnard-Ventura, CA","CA",90.6,52.6
2017,"Ketchikan, AK","AK",77,46.4
2017,"Petersburg, AK","AK",64.8,51.7
2017,"Gloucester, MA","MA",63.9,52.6
